number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.068148136138916,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,2.3031656742095947,1.068148136138916,0.05761528015136719,COMPLETE
1,1.2096595764160156,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,2.0596091747283936,1.2096595764160156,0.00862652063369751,COMPLETE
2,1.0468560457229614,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,1.8179045915603638,1.0468560457229614,0.2126917839050293,COMPLETE
3,0.9132094383239746,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,1.3986681699752808,0.9132094383239746,0.15094369649887085,COMPLETE
4,1.1309258937835693,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,1.8580970764160156,1.1309258937835693,0.03266942501068115,COMPLETE
5,0.9418038725852966,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,1.323219895362854,0.9418038725852966,0.22766470909118652,COMPLETE
6,0.8718633651733398,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,1.7375315427780151,0.8718633651733398,0.27422744035720825,COMPLETE
7,0.8182722330093384,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,3.6838254928588867,0.8182722330093384,0.24321871995925903,COMPLETE
8,1.0637764930725098,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,1.4946694374084473,1.0637764930725098,0.14094042778015137,COMPLETE
9,0.7258478999137878,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,1.5624275207519531,0.7258478999137878,0.3483598828315735,COMPLETE
10,0.7619463205337524,ReLU,53,143,10,0.0267005212249283,1,0.35535684006392254,0.00362403824754904,8.254998207092285,0.7619463205337524,0.3989156484603882,COMPLETE
11,0.7547134160995483,ReLU,50,154,10,0.030140816146116214,1,0.35332893336418875,0.0030385196773828633,2.9377357959747314,0.7547134160995483,0.4067126512527466,COMPLETE
12,0.8504427671432495,ReLU,74,168,11,0.018123389502009382,1,0.34437469870491566,0.006247363182693483,2.575129508972168,0.8504427671432495,0.409689724445343,COMPLETE
13,0.9346055388450623,ReLU,42,57,1,0.09292477109148908,1,0.4085334403008444,0.0014403910932208489,1.2586768865585327,0.9346055388450623,0.21582549810409546,COMPLETE
14,0.6172295212745667,ReLU,81,170,13,0.007521480559113653,1,0.7989400854982043,0.008460541955859567,1.64687180519104,0.6172295212745667,0.2829190492630005,COMPLETE
15,0.7384350299835205,ReLU,85,226,14,0.005598576473073856,1,0.7443668660257697,0.011048841890429291,1.5019780397415161,0.7384350299835205,0.2758585214614868,COMPLETE
16,0.9588636755943298,ReLU,67,297,7,0.0017072141344095578,1,0.7134534178663385,0.010786845740314407,1.2720450162887573,0.9588636755943298,0.23506969213485718,COMPLETE
17,0.7499268651008606,ReLU,88,106,14,0.007317917930011454,1,0.5554603121161996,0.0005922677140279313,1.8704125881195068,0.7499268651008606,0.35086512565612793,COMPLETE
18,1.0338963270187378,Tanh,66,189,23,1.441921723216123e-05,1,0.4894773779636544,0.0011590830495281806,1.1885383129119873,1.0338963270187378,0.086215078830719,COMPLETE
19,0.8030750155448914,Leaky,11,94,12,0.0006098490339611196,1,0.7627771864548374,0.005610538260615647,1.3789299726486206,0.8030750155448914,0.27410244941711426,COMPLETE
20,0.9062249064445496,ReLU,77,264,17,0.011691100847720279,1,0.6158996623138556,0.025735507249165523,1.8106104135513306,0.9062249064445496,0.33054810762405396,COMPLETE
21,0.8343256711959839,ReLU,86,239,14,0.003890863978081623,1,0.7727502498166334,0.012172501785352669,1.5594531297683716,0.8343256711959839,0.2786816358566284,COMPLETE
22,0.8641278743743896,ReLU,87,185,15,0.004867328570454592,1,0.7947232278224929,0.008383817212822747,1.5617871284484863,0.8641278743743896,0.285716712474823,COMPLETE
23,0.9098777770996094,ReLU,71,138,8,0.011446126693143209,1,0.6427054115107973,0.0975067281482226,1.5393279790878296,0.9098777770996094,0.19575411081314087,COMPLETE
24,0.8557359576225281,ReLU,92,201,13,0.0016911899936374254,1,0.6029106795512144,0.018492614507198496,1.5883315801620483,0.8557359576225281,0.3418748378753662,COMPLETE
25,0.7015902400016785,ReLU,81,277,12,0.0033920960644973396,1,0.48688969385520825,0.004858648030951189,1.5744307041168213,0.7015902400016785,0.3746601343154907,COMPLETE
26,0.7033984661102295,ReLU,59,368,10,0.0010360651358520257,1,0.47089383836551457,0.0025008242665185212,1.4900089502334595,0.7033984661102295,0.3773317337036133,COMPLETE
27,0.7610272169113159,Leaky,59,388,5,0.0007468769134096882,1,0.4441591285146401,0.00396794269746618,1.8378300666809082,0.7610272169113159,0.3489760160446167,COMPLETE
28,0.7332990169525146,Tanh,43,345,9,0.001378113345413943,1,0.5036325567775066,0.005488948165773833,1.5519909858703613,0.7332990169525146,0.378181517124176,COMPLETE
29,0.9306183457374573,Tanh,61,269,3,0.00031951625842932985,1,0.43075592226373205,0.0026014825727894747,2.0404019355773926,0.9306183457374573,0.21866780519485474,COMPLETE
30,0.8597202301025391,ReLU,79,353,6,0.0027427556938983914,1,0.6550341503205233,0.0022939394798632945,1.8099333047866821,0.8597202301025391,0.2734314799308777,COMPLETE
31,0.7458952069282532,ReLU,94,298,12,0.0031821526493289536,1,0.5122994409716217,0.0015763596715476227,1.6832501888275146,0.7458952069282532,0.35944437980651855,COMPLETE
32,0.6984911561012268,ReLU,98,389,11,0.0010904595034198728,1,0.47094794014662966,0.0007432078100128081,1.42935049533844,0.6984911561012268,0.38134336471557617,COMPLETE
33,0.7558870315551758,ReLU,99,407,10,0.0009174863016571421,1,0.4001898675509815,0.000857981903815826,1.2654328346252441,0.7558870315551758,0.3853189945220947,COMPLETE
34,0.8238320350646973,ReLU,100,445,16,0.00038515621983402994,1,0.29851940186142684,0.0005301939935993238,3.417191743850708,0.8238320350646973,0.3689846396446228,COMPLETE
35,1.0039949417114258,Sigmoid,93,374,11,0.0016343121444206776,1,0.5909104590358645,0.004290005458618819,2.070708990097046,1.0039949417114258,0.19667726755142212,COMPLETE
36,0.8088431358337402,Tanh,83,428,21,0.0011881734084548965,1,0.6657940886373043,0.002376167546251278,1.5255275964736938,0.8088431358337402,0.29125046730041504,COMPLETE
37,0.7726112604141235,Sigmoid,90,494,8,0.0028795010203605787,1,0.5350155812305929,0.00018082751794973434,1.614964246749878,0.7726112604141235,0.34966808557510376,COMPLETE
38,0.7664016485214233,Leaky,81,312,13,0.0022641703821429074,1,0.5591961441915974,0.0009354989763181109,1.93367600440979,0.7664016485214233,0.36043089628219604,COMPLETE
39,0.6963021755218506,ReLU,96,462,16,0.0009299950015066283,1,0.46008556852715327,0.006934140299379508,1.7304669618606567,0.6963021755218506,0.3898046612739563,COMPLETE
40,0.8587225079536438,ReLU,95,460,19,0.0005856221635821731,1,0.6818667475332675,0.007569267627301173,1.4089438915252686,0.8587225079536438,0.28457266092300415,COMPLETE
41,0.65863037109375,ReLU,90,477,17,0.0013709254650276226,1,0.4574686412089548,0.004109758344311334,1.3566049337387085,0.65863037109375,0.4175775647163391,COMPLETE
42,0.714095413684845,ReLU,97,471,17,0.004323378169720761,1,0.4452174905195547,0.016559584152452213,1.9043545722961426,0.714095413684845,0.39110493659973145,COMPLETE
43,0.7178213596343994,ReLU,90,425,16,0.0018023715892545376,1,0.38600188929574314,0.0044624971143297715,1.5595494508743286,0.7178213596343994,0.4112657904624939,COMPLETE
44,0.7704288363456726,ReLU,100,478,21,0.00041477904587771005,1,0.47085905442587295,0.036388695490051894,1.3612961769104004,0.7704288363456726,0.31799453496932983,COMPLETE
45,0.988944947719574,Sigmoid,83,500,15,0.0010342828165019798,1,0.5260693293316121,0.007216475055894018,2.1775591373443604,0.988944947719574,0.18543797731399536,COMPLETE
